Date,Open,High,Low,Close,Adj Close,Volume
2022-01-04,67.80000305175781,67.86000061035156,66.76000213623047,66.86000061035156,64.4540023803711,168800
2022-01-05,67.01000213623047,67.12000274658203,65.86000061035156,66.0,63.62495422363281,347200
2022-01-06,65.80000305175781,66.61000061035156,65.62999725341797,66.41000366210938,64.02021026611328,213400
2022-01-07,66.44000244140625,66.97000122070312,66.25,66.95999908447266,64.55040740966797,176700
2022-01-10,66.36000061035156,66.76000213623047,65.75,66.76000213623047,64.35760498046875,177300
2022-01-11,66.5999984741211,67.87999725341797,66.52999877929688,67.86000061035156,65.41802215576172,304500
2022-01-12,68.38999938964844,68.73999786376953,68.2300033569336,68.7300033569336,66.2567138671875,175400
2022-01-13,68.83000183105469,69.12000274658203,68.12000274658203,68.2699966430664,65.81326293945312,170000
2022-01-14,67.77999877929688,68.3499984741211,67.58000183105469,68.30000305175781,65.84219360351562,115500
2022-01-18,68.38999938964844,68.5,67.73999786376953,68.2300033569336,65.77471923828125,168100
2022-01-19,68.5,68.56999969482422,67.83000183105469,67.95999908447266,65.5144271850586,143400
2022-01-20,68.26000213623047,68.70999908447266,67.41000366210938,67.45999908447266,65.03242492675781,181300
2022-01-21,67.26000213623047,67.2699966430664,65.45999908447266,65.58999633789062,63.22970962524414,238800
2022-01-24,64.4000015258789,65.3499984741211,62.88999938964844,65.29000091552734,62.94050979614258,430900
2022-01-25,64.51000213623047,66.06999969482422,63.75,65.47000122070312,63.114036560058594,381400
2022-01-26,65.9800033569336,66.69000244140625,64.87999725341797,65.30999755859375,62.95978546142578,516800
2022-01-27,65.80999755859375,66.12999725341797,64.58000183105469,64.80000305175781,62.468143463134766,409200
2022-01-28,64.5,65.2699966430664,64.22000122070312,65.2699966430664,62.92122268676758,391000
2022-01-31,65.16999816894531,66.69000244140625,65.0999984741211,66.62999725341797,64.23228454589844,361400
2022-02-01,66.66000366210938,67.5,66.52999877929688,67.44000244140625,65.01314544677734,313500
2022-02-02,67.62000274658203,67.94999694824219,67.33999633789062,67.77999877929688,65.34090423583984,204000
2022-02-03,66.9800033569336,67.2300033569336,66.66999816894531,66.7699966430664,64.36723327636719,144700
2022-02-04,66.75,67.27999877929688,66.45999908447266,66.9000015258789,64.49256896972656,177200
2022-02-07,66.9800033569336,67.52999877929688,66.94999694824219,67.26000213623047,64.8396224975586,111900
2022-02-08,67.04000091552734,67.68000030517578,67.04000091552734,67.55999755859375,65.12882232666016,199100
2022-02-09,68.11000061035156,68.61000061035156,68.05999755859375,68.47000122070312,66.00607299804688,256900
2022-02-10,67.80000305175781,69.11000061035156,67.80000305175781,68.0199966430664,65.572265625,307800
2022-02-11,68.02999877929688,68.55000305175781,67.41999816894531,67.76000213623047,65.32162475585938,201400
2022-02-14,67.44000244140625,67.58999633789062,66.87999725341797,67.19999694824219,64.78176879882812,203800
2022-02-15,67.25,67.72000122070312,67.18000030517578,67.66999816894531,65.23486328125,112600
2022-02-16,67.61000061035156,67.7699966430664,67.30000305175781,67.52999877929688,65.09990692138672,259900
2022-02-17,67.2300033569336,67.41999816894531,66.62000274658203,66.68000030517578,64.28047943115234,116400
2022-02-18,66.54000091552734,66.77999877929688,65.83999633789062,65.86000061035156,63.489994049072266,128100
2022-02-22,65.7300033569336,66.1500015258789,64.93000030517578,65.58000183105469,63.22007751464844,195100
2022-02-23,66.06999969482422,66.1500015258789,64.98999786376953,65.06999969482422,62.72842025756836,220400
2022-02-24,63.5099983215332,64.94999694824219,63.18000030517578,64.91999816894531,62.58381271362305,228800
2022-02-25,65.05000305175781,66.5999984741211,65.02999877929688,66.5999984741211,64.20336151123047,850100
2022-02-28,66.02999877929688,66.75,65.83000183105469,66.61000061035156,64.21299743652344,193600
2022-03-01,66.55000305175781,66.95999908447266,65.58000183105469,65.76000213623047,63.39360046386719,161500
2022-03-02,66.26000213623047,67.4000015258789,66.26000213623047,67.30000305175781,64.87818145751953,259700
2022-03-03,67.38999938964844,67.62999725341797,66.88999938964844,67.06999969482422,64.65644836425781,110700
2022-03-04,66.19999694824219,67.36000061035156,66.19999694824219,67.31999969482422,64.8974609375,3119400
2022-03-07,67.43000030517578,67.72000122070312,66.52999877929688,66.5999984741211,64.20336151123047,873300
2022-03-08,66.58999633789062,66.76000213623047,65.7300033569336,65.9000015258789,63.528560638427734,375100
2022-03-09,66.44999694824219,67.22000122070312,66.22000122070312,67.16000366210938,64.74321746826172,359700
2022-03-10,66.63999938964844,67.62999725341797,66.63999938964844,67.62000274658203,65.1866683959961,222000
2022-03-11,67.76000213623047,68.11000061035156,67.19999694824219,67.26000213623047,64.8396224975586,266400
2022-03-14,67.1500015258789,67.22000122070312,66.01000213623047,66.2699966430664,63.88523864746094,204800
2022-03-15,65.80999755859375,66.51000213623047,65.58999633789062,66.44999694824219,64.05875396728516,102900
2022-03-16,67.19999694824219,67.8499984741211,66.44000244140625,67.73999786376953,65.30233001708984,129200
2022-03-17,68.04000091552734,69.20999908447266,67.95999908447266,69.1500015258789,66.66160583496094,145400
2022-03-18,68.70999908447266,69.55000305175781,68.70999908447266,69.4000015258789,66.9026107788086,112100
2022-03-21,69.58999633789062,70.16999816894531,69.52999877929688,70.04000091552734,67.51956939697266,221700
2022-03-22,70.1500015258789,70.45999908447266,69.97000122070312,70.29000091552734,67.95073699951172,527000
2022-03-23,70.0199966430664,70.37999725341797,69.63999938964844,69.6500015258789,67.33203125,170000
2022-03-24,70.05000305175781,70.1500015258789,69.63999938964844,69.94999694824219,67.6220474243164,191100
2022-03-25,70.0,70.61000061035156,69.91000366210938,70.61000061035156,68.26007843017578,114900
2022-03-28,69.87000274658203,70.2699966430664,69.68000030517578,70.2300033569336,67.89273071289062,274800
2022-03-29,70.61000061035156,70.83000183105469,70.12000274658203,70.61000061035156,68.26007843017578,145500
